sample_id,prediction_date,regime_bucket,sample_seed,model_scope,qqq_close,qqq_ret_1d,qqq_ret_20d,qqq_dist_ma_50,qqq_dist_ma_200,qqq_volume_ratio_20,qqq_realized_vol_20,qqq_drawdown_60,vix_close,vix_change_5d,hyg_close,hyg_change_5d,technical_trend_score,market_pressure_score,future_return_1d,future_return_5d,future_return_20d,future_max_drawdown_1d,future_max_drawdown_5d,future_max_drawdown_20d,kg_coverage_state,fundamental_coverage_state,independent_news_source_count,eligible_for_full_kg_backtest,created_at_utc,fundamental_ticker_coverage,fundamental_source
HIST-20080131,2008-01-31,高波動／壓力,20260724,市場技術與壓力基準,38.772926330566406,0.01712872028247192,-0.10474086775948854,-0.08002851256395127,-0.07785490880682966,1.05562703223379,0.28563952535496345,-0.17379214504712936,26.200000762939453,-0.056875445811835346,31.47630500793457,0.0038572955753788385,-1.0,1.0,0.010192452054242018,-0.044759540696707734,-0.04830516061939638,0.010192452054242018,-0.05140676637062447,-0.05140676637062447,需要歷史多來源事件回補,資料不足,0,False,2026-07-27 19:30:45.007317+00:00,0,SEC Company Facts（point-in-time filed_at）
HIST-20080220,2008-02-20,明顯下跌趨勢,20260724,市場技術與壓力基準,37.750553131103516,0.004572309580745726,-0.005432689017246695,-0.07210235111868601,-0.09992547537617424,0.7563900898704361,0.22680888804283264,-0.16304751391794248,24.399999618530273,-0.07330042957721838,30.60590362548828,-0.0027146077069302166,-1.0,0.0,-0.009558531301431361,0.007965274334355232,-0.038233417855007445,-0.009558531301431361,-0.009558531301431361,-0.060992124053956265,需要歷史多來源事件回補,資料不足,0,False,2026-07-27 19:30:45.007317+00:00,0,SEC Company Facts（point-in-time filed_at）
HIST-20080221,2008-02-21,明顯下跌趨勢,20260724,市場技術與壓力基準,37.389713287353516,-0.009558531301431361,-0.011133550037061735,-0.07756062488905702,-0.1082547873407751,0.7589853814418437,0.22893117538550325,-0.17104755045396858,25.1200008392334,0.009646370038679741,30.7116641998291,0.0033503259068377034,-1.0,0.0,0.0036767882920645256,0.013786782804122932,-0.009106677567051302,0.0036767882920645256,0.0036767882920645256,-0.05192996696726382,需要歷史多來源事件回補,資料不足,0,False,2026-07-27 19:30:45.007317+00:00,0,SEC Company Facts（point-in-time filed_at）
HIST-20080222,2008-02-22,明顯下跌趨勢,20260724,市場技術與壓力基準,37.52718734741211,0.0036767882920645256,-0.027387506242251836,-0.07070022439635004,-0.10470629861980629,0.9606328706467968,0.2159876929746937,-0.1679996677927995,24.059999465942383,-0.05794837104665784,30.766145706176758,0.00020847079725316853,-1.0,1.0,0.005036428362534595,-0.016713041804103823,0.02140151686496017,0.005036428362534595,-0.016713041804103823,-0.055403049973839935,需要歷史多來源事件回補,資料不足,0,False,2026-07-27 19:30:45.007317+00:00,0,SEC Company Facts（point-in-time filed_at）
HIST-20080225,2008-02-25,明顯下跌趨勢,20260724,市場技術與壓力基準,37.716190338134766,0.005036428362534595,-0.002045856497131071,-0.06308311558302426,-0.0999370601475551,0.7594026369172796,0.204619131570304,-0.16380935772203287,23.030000686645508,-0.07953636030013223,30.85906410217285,0.005743397706607034,-1.0,1.0,0.003872632476770388,-0.028018504566518332,0.021982643397090218,0.003872632476770388,-0.028018504566518332,-0.06013660463516346,需要歷史多來源事件回補,資料不足,0,False,2026-07-27 19:30:45.007317+00:00,0,SEC Company Facts（point-in-time filed_at）
HIST-20080226,2008-02-26,明顯下跌趨勢,20260724,市場技術與壓力基準,37.86225128173828,0.003872632476770388,-0.005864633850011125,-0.056371070199569995,-0.09626505835309307,0.9322784183991781,0.20313395739553916,-0.16057109868397568,21.899999618530273,-0.14419697194431047,31.057769775390625,0.01742769348583728,-1.0,1.0,0.004991656727482585,-0.02632196185892266,0.015088114670275932,0.004991656727482585,-0.031768110825579954,-0.06376230912283098,需要歷史多來源事件回補,資料不足,0,False,2026-07-27 19:30:45.007317+00:00,0,SEC Company Facts（point-in-time filed_at）
HIST-20080227,2008-02-27,明顯下跌趨勢,20260724,市場技術與壓力基準,38.051246643066406,0.004991656727482585,-0.0027022773795547517,-0.048745539692690465,-0.09153218316662848,0.7928891527872666,0.20386806960017406,-0.1563809577614783,22.690000534057617,-0.07008193078716363,31.051362991333008,0.014554687595426996,-1.0,1.0,-0.0038382316585239273,-0.026416790293562697,-0.012324126162191362,-0.0038382316585239273,-0.036577186792537186,-0.06841247426291541,需要歷史多來源事件回補,資料不足,0,False,2026-07-27 19:30:45.007317+00:00,0,SEC Company Facts（point-in-time filed_at）
HIST-20080303,2008-03-03,明顯下跌趨勢,20260724,市場技術與壓力基準,36.65943908691406,-0.006519101608665312,-0.06404899175442336,-0.07532034819171374,-0.12394876551561873,0.888926149269072,0.20884611104373849,-0.18723816905117796,26.280000686645508,0.14112027369085522,30.896299362182617,0.0012066231136005356,-1.0,0.0,0.005624839490983025,-0.03304394190582949,0.06926778335850847,0.005624839490983025,-0.03304394190582949,-0.03304394190582949,需要歷史多來源事件回補,資料不足,0,False,2026-07-27 19:30:45.007317+00:00,0,SEC Company Facts（point-in-time filed_at）
HIST-20080311,2008-03-11,明顯下跌趨勢,20260724,市場技術與壓力基準,36.796905517578125,0.038051124681436566,-0.028137412015803553,-0.04928288641879175,-0.11839447561150096,1.2900305615907435,0.23421475407198628,-0.18419045553827795,26.360000610351562,0.032915365890298975,30.809219360351562,-0.0016729324377076082,-1.0,-1.0,-0.002801757562236662,0.011674266293237201,0.04915008032271739,-0.002801757562236662,-0.03151992807861592,-0.03151992807861592,需要歷史多來源事件回補,資料不足,0,False,2026-07-27 19:30:45.007317+00:00,0,SEC Company Facts（point-in-time filed_at）
HIST-20080312,2008-03-12,明顯下跌趨勢,20260724,市場技術與壓力基準,36.693809509277344,-0.002801757562236662,-0.025330897976645006,-0.04809671385885561,-0.12053584060917766,1.0165887765576345,0.23372870031553927,-0.1864761560988184,27.219999313354492,0.10650401996978487,30.802776336669922,-0.004689375699434284,-1.0,-1.0,0.007726429042665517,-0.010535538704293579,0.06709406800787843,0.007726429042665517,-0.02879885793438075,-0.02879885793438075,需要歷史多來源事件回補,資料不足,0,False,2026-07-27 19:30:45.007317+00:00,0,SEC Company Facts（point-in-time filed_at）
HIST-20080313,2008-03-13,明顯下跌趨勢,20260724,市場技術與壓力基準,36.97732162475586,0.007726429042665517,-0.03885650554804676,-0.03723139419936927,-0.11340659090611438,1.3391801907259895,0.2201778155855935,-0.18019052184439954,27.290000915527344,-0.009437325906835214,30.586669921875,-0.009090644509066492,-1.0,0.0,-0.018354789034953023,0.0019443160349694733,0.029614428729371367,-0.018354789034953023,-0.03624524069666901,-0.03624524069666901,需要歷史多來源事件回補,資料不足,0,False,2026-07-27 19:30:45.007317+00:00,0,SEC Company Facts（point-in-time filed_at）
HIST-20080314,2008-03-14,明顯下跌趨勢,20260724,市場技術與壓力基準,36.29861068725586,-0.018354789034953023,-0.03911728308105711,-0.05143995861939443,-0.12924668918306859,1.8995837498141233,0.22043966897984132,-0.19523795186480042,31.15999984741211,0.13350309592034848,30.402820587158203,-0.012984405858103787,-1.0,-1.0,-0.018224967087781208,0.05597226325192994,0.04412880382173734,-0.018224967087781208,-0.018224967087781208,-0.018224967087781208,需要歷史多來源事件回補,資料不足,0,False,2026-07-27 19:30:45.007317+00:00,0,SEC Company Facts（point-in-time filed_at）
HIST-20080401,2008-04-01,強勢反彈／轉折,20260724,市場技術與壓力基準,39.19875717163086,0.042772710634735756,0.06926778335850847,0.043985617264211685,-0.05619137458137091,0.8067002144413844,0.3543986168798226,-0.05732148500695611,22.68000030517578,-0.11819592104733312,31.317169189453125,0.0037717208965661886,0.3333333333333333,1.0,-0.002193715106456273,-0.003948628801546672,0.04408830175289924,-0.002193715106456273,-0.003948628801546672,-0.03312176987323223,需要歷史多來源事件回補,資料不足,0,False,2026-07-27 19:30:45.007317+00:00,0,SEC Company Facts（point-in-time filed_at）
HIST-20080402,2008-04-02,強勢反彈／轉折,20260724,市場技術與壓力基準,39.11276626586914,-0.002193715106456273,0.06095441617109576,0.041611725974474156,-0.0580513899052415,0.7892117761771366,0.35488909120325735,-0.054898019606310466,23.43000030517578,-0.10161041511819524,31.333415985107422,0.006685238475755417,0.3333333333333333,1.0,0.0021985380726383674,-0.01296993117352796,0.03781032942277296,0.0021985380726383674,-0.01296993117352796,-0.030996051272693337,需要歷史多來源事件回補,資料不足,0,False,2026-07-27 19:30:45.007317+00:00,0,SEC Company Facts（point-in-time filed_at）
HIST-20080424,2008-04-24,正常／溫和上漲,20260724,市場技術與壓力基準,40.643245697021484,0.008965396874971221,0.08144652026081278,0.07059724905867948,-0.01778956991860492,1.3728934490673548,0.25870725723689536,0.0,20.059999465942383,-0.015218525307762465,31.960054397583008,0.010885483490215231,0.3333333333333333,1.0,-0.002539236669077849,0.030250930532532916,0.02284655995565399,-0.002539236669077849,-0.002539236669077849,-0.002539236669077849,需要歷史多來源事件回補,資料不足,0,False,2026-07-27 19:30:45.007317+00:00,0,SEC Company Facts（point-in-time filed_at）
HIST-20080516,2008-05-16,正常／溫和上漲,20260724,市場技術與壓力基準,42.999107360839844,0.0008005013254974713,0.07064883916993625,0.09343883694179267,0.04028007707367087,1.2349502154711887,0.1808244993056721,0.0,16.469999313354492,-0.15146834400668996,32.36276626586914,0.0010104846633229858,1.0,1.0,-0.007199104184029026,-0.03619317957004453,-0.024195264034873043,-0.007199104184029026,-0.03659275522495742,-0.05278985248170731,需要歷史多來源事件回補,資料不足,0,False,2026-07-27 19:30:45.007317+00:00,0,SEC Company Facts（point-in-time filed_at）
HIST-20080609,2008-06-09,橫盤／低波動,20260724,市場技術與壓力基準,41.932945251464844,-0.005302563942004124,0.011616062104975233,0.024674747958454146,0.01124486196743657,1.468316342688096,0.2073641591681846,-0.035212619356834174,23.1200008392334,0.16591028382174966,31.951801300048828,0.004443140252421207,1.0,0.0,-0.004715864587303886,0.0006149664270178601,-0.05675485127546398,-0.004715864587303886,-0.02870665100746239,-0.0842501275873393,需要歷史多來源事件回補,資料不足,0,False,2026-07-27 19:30:45.007317+00:00,0,SEC Company Facts（point-in-time filed_at）
HIST-20080626,2008-06-26,明顯下跌趨勢,20260724,市場技術與壓力基準,39.2777099609375,-0.0403617101152004,-0.08066310655278752,-0.054027353491009844,-0.05209783546848534,1.1437846742738087,0.2681138305212037,-0.09630390415872114,23.93000030517578,0.10889714503141423,31.015037536621094,-0.01626291498806509,-1.0,-1.0,0.0,-0.022343988432479756,-0.008324158619853694,0.0,-0.022343988432479756,-0.03110626066390476,需要歷史多來源事件回補,資料不足,0,False,2026-07-27 19:30:45.007317+00:00,0,SEC Company Facts（point-in-time filed_at）
HIST-20080627,2008-06-27,明顯下跌趨勢,20260724,市場技術與壓力基準,39.2777099609375,0.0,-0.0865459221902708,-0.05418868009606437,-0.05178857504192502,1.0636479501578404,0.2657327772041545,-0.09630390415872114,23.440000534057617,0.02492346628367348,30.929567337036133,-0.015071961209289442,-1.0,-1.0,-0.010514726677710029,-0.016429211873335348,-0.02694403567221837,-0.010514726677710029,-0.022343988432479756,-0.03110626066390476,需要歷史多來源事件回補,資料不足,0,False,2026-07-27 19:30:45.007317+00:00,0,SEC Company Facts（point-in-time filed_at）
HIST-20080630,2008-06-30,明顯下跌趨勢,20260724,市場技術與壓力基準,38.864715576171875,-0.010514726677710029,-0.08498994563728668,-0.06354867908158568,-0.06138241090396912,0.7821714041980031,0.2651428552310155,-0.10580602160620578,23.950000762939453,0.05786225303035919,30.896696090698242,-0.01250164443183488,-1.0,-1.0,0.014168810987507774,0.01771096465777111,0.003763979964177988,0.014168810987507774,-0.011954964943593271,-0.020810349119251503,需要歷史多來源事件回補,資料不足,0,False,2026-07-27 19:30:45.007317+00:00,0,SEC Company Facts（point-in-time filed_at）
HIST-20080703,2008-07-03,明顯下跌趨勢,20260724,市場技術與壓力基準,38.400089263916016,-0.0017890018973871769,-0.11649607927067585,-0.07282856396498594,-0.07140039003413612,0.7040145278766041,0.2644858178205613,-0.11649607927067585,24.780000686645508,0.03552028293480136,30.827516555786133,-0.0060461310296189286,-1.0,-1.0,0.006049956722161465,-0.0015684925811760841,0.0056017308353879525,0.006049956722161465,-0.0015684925811760841,-0.00896253091859589,需要歷史多來源事件回補,資料不足,0,False,2026-07-27 19:30:45.007317+00:00,0,SEC Company Facts（point-in-time filed_at）
HIST-20080708,2008-07-08,明顯下跌趨勢,20260724,市場技術與壓力基準,39.55304718017578,0.023830744247157254,-0.05675485127546398,-0.04360582716845407,-0.04262033674627086,1.1824881493752324,0.27062448572536624,-0.08996898365768158,23.149999618530273,-0.03340296947493682,30.77126693725586,-0.004059629970602052,-1.0,0.0,-0.026539181686543012,-0.03763316414935336,-0.0008706098435332654,-0.026539181686543012,-0.03785093716660137,-0.03785093716660137,需要歷史多來源事件回補,資料不足,0,False,2026-07-27 19:30:45.007317+00:00,0,SEC Company Facts（point-in-time filed_at）
HIST-20080714,2008-07-14,明顯下跌趨勢,20260724,市場技術與壓力基準,38.05592727661133,-0.007405654050857247,-0.08495261510103402,-0.07526702351527714,-0.07654943333219788,0.9730602862788389,0.2689655890838178,-0.12441451047691299,28.479999542236328,0.10473230347854368,30.592514038085938,-0.008475070819288222,-1.0,-1.0,0.00022634020616996153,0.012434778084855047,0.07958414347523224,0.00022634020616996153,0.00022634020616996153,0.00022634020616996153,需要歷史多來源事件回補,資料不足,0,False,2026-07-27 19:30:45.007317+00:00,0,SEC Company Facts（point-in-time filed_at）
HIST-20080724,2008-07-24,明顯下跌趨勢,20260724,市場技術與壓力基準,38.451725006103516,-0.014987597795072416,-0.060542285569211374,-0.05394443281811523,-0.06146718179302857,0.7797630069224919,0.2751437260297714,-0.11530805128566557,23.440000534057617,-0.06277487726734066,31.04267120361328,0.024244087184063456,-1.0,1.0,0.0129781191042877,0.01722975322446496,0.04878010065388616,0.0129781191042877,-0.0060417331976572175,-0.0060417331976572175,需要歷史多來源事件回補,資料不足,0,False,2026-07-27 19:30:45.007317+00:00,0,SEC Company Facts（point-in-time filed_at）
HIST-20080725,2008-07-25,明顯下跌趨勢,20260724,市場技術與壓力基準,38.95075607299805,0.0129781191042877,-0.008324158619853694,-0.04011975542967172,-0.04848991969964267,0.6107523219684644,0.2421831363264071,-0.10382641380464641,22.90999984741211,-0.04740122352651566,31.10886001586914,0.010210808238537483,-1.0,1.0,-0.01877617289380651,-0.008614976416422504,0.0490393074642137,-0.01877617289380651,-0.01877617289380651,-0.01877617289380651,需要歷史多來源事件回補,資料不足,0,False,2026-07-27 19:30:45.007317+00:00,0,SEC Company Facts（point-in-time filed_at）
HIST-20080728,2008-07-28,明顯下跌趨勢,20260724,市場技術與壓力基準,38.21940994262695,-0.01877617289380651,-0.02694403567221837,-0.055934642013076075,-0.06547612055305241,0.689481442312781,0.25088203469843323,-0.12065312400191297,24.229999542236328,0.05119307350251612,31.002931594848633,0.0018178152675896175,-1.0,0.0,0.020711770419151065,0.00022537204103123543,0.04659991142818898,0.020711770419151065,0.00022537204103123543,0.00022537204103123543,需要歷史多來源事件回補,資料不足,0,False,2026-07-27 19:30:45.007317+00:00,0,SEC Company Facts（point-in-time filed_at）
HIST-20080729,2008-07-29,明顯下跌趨勢,20260724,市場技術與壓力基準,39.01100158691406,0.020711770419151065,0.003763979964177988,-0.034479088339945285,-0.04539874207945471,0.7889465456749283,0.25990454182932876,-0.10244029338744287,22.030000686645508,0.04013221762145158,31.009546279907227,-0.0013861367894106857,-0.3333333333333333,-1.0,0.005072605485747728,0.013011978682833769,0.024040287488388046,0.005072605485747728,-0.02007069867501099,-0.02007069867501099,需要歷史多來源事件回補,資料不足,0,False,2026-07-27 19:30:45.007317+00:00,0,SEC Company Facts（point-in-time filed_at）
HIST-20080811,2008-08-11,強勢反彈／轉折,20260724,市場技術與壓力基準,41.08457565307617,0.009087249929401908,0.07958414347523224,0.028716087724407702,0.012253392365747962,0.9884118539720288,0.24618897716068525,-0.05473178925387612,20.1200008392334,-0.14346526031167972,30.666719436645508,-0.0019531761630197098,1.0,0.0,0.0010474393168107277,-0.00314138945179121,-0.11099467738154101,0.0010474393168107277,-0.00314138945179121,-0.11099467738154101,需要歷史多來源事件回補,資料不足,0,False,2026-07-27 19:30:45.007317+00:00,0,SEC Company Facts（point-in-time filed_at）
HIST-20080812,2008-08-12,強勢反彈／轉折,20260724,市場技術與壓力基準,41.12760925292969,0.0010474393168107277,0.08047038846242849,0.03048873372355887,0.013863503060837834,0.9248667540364663,0.24604147091587303,-0.0537416781650093,21.170000076293945,0.0014191432124732728,30.786714553833008,-0.005063964028436008,1.0,-1.0,-0.0020925939186128284,-0.016527420113017333,-0.10460307590251172,-0.0020925939186128284,-0.016527420113017333,-0.11192488217623087,需要歷史多來源事件回補,資料不足,0,False,2026-07-27 19:30:45.007317+00:00,0,SEC Company Facts（point-in-time filed_at）
HIST-20080813,2008-08-13,強勢反彈／轉折,20260724,市場技術與壓力基準,41.04154586791992,-0.0020925939186128284,0.052050554930817006,0.028951576566424553,0.01239622103484539,1.122428952499613,0.2340223674593037,-0.05572181257471798,21.549999237060547,0.06524961565462783,30.83339500427246,0.0031449780197181365,1.0,0.0,0.01153038049335442,-0.01278823511369076,-0.08595414263400314,0.01153038049335442,-0.014465095765836211,-0.11006260459465955,需要歷史多來源事件回補,資料不足,0,False,2026-07-27 19:30:45.007317+00:00,0,SEC Company Facts（point-in-time filed_at）
HIST-20080818,2008-08-18,強勢反彈／轉折,20260724,市場技術與壓力基準,40.95551300048828,-0.011627840608328666,0.0629748923385951,0.029114880562417067,0.01231713160401915,1.0197951223461679,0.2230385072509714,-0.05770124484022754,20.979999542236328,0.0427434725214304,30.83339500427246,0.005435063504959814,1.0,0.0,-0.012394839833155813,-0.0233199847767962,-0.10903396179035463,-0.012394839833155813,-0.0233199847767962,-0.11596608943799891,需要歷史多來源事件回補,資料不足,0,False,2026-07-27 19:30:45.007317+00:00,0,SEC Company Facts（point-in-time filed_at）
HIST-20080826,2008-08-26,明顯下跌趨勢,20260724,市場技術與壓力基準,39.94883728027344,-0.0012898306130543213,0.024040287488388046,0.0071677977176933805,-0.008341201136027987,0.743192817003008,0.21132944350894417,-0.08086270000248386,20.489999771118164,-0.03712410197538751,30.666719436645508,-0.007337697833962542,0.3333333333333333,0.0,0.006461015237461565,-0.028214780486668367,-0.11958817640513852,0.006461015237461565,-0.028214780486668367,-0.1339651814473698,需要歷史多來源事件回補,資料不足,0,False,2026-07-27 19:30:45.007317+00:00,0,SEC Company Facts（point-in-time filed_at）
HIST-20080908,2008-09-08,明顯下跌趨勢,20260724,市場技術與壓力基準,37.31596374511719,-0.0018415943178325955,-0.08347445153163757,-0.05154951533382435,-0.07000856374214381,1.9951726925589732,0.18770136948041755,-0.11065083646764362,22.639999389648438,0.09636802943727107,30.977920532226562,0.005774236475614591,-1.0,0.0,-0.021212297166391503,-0.0297433408340656,-0.1956764439250407,-0.021212297166391503,-0.0297433408340656,-0.1956764439250407,需要歷史多來源事件回補,資料不足,0,False,2026-07-27 19:30:45.007317+00:00,0,SEC Company Facts（point-in-time filed_at）
HIST-20080910,2008-09-10,明顯下跌趨勢,20260724,市場技術與壓力基準,36.82553482055664,0.008244579908579519,-0.10460307590251172,-0.06172881978744682,-0.0808859067595541,1.0056289535179042,0.19497063168177636,-0.12179946818140053,24.520000457763672,0.14419039237445053,30.8739013671875,-0.001086062039265201,-1.0,-1.0,0.018691382576414783,-0.06051373825268991,-0.24271418942149314,0.018691382576414783,-0.06051373825268991,-0.24271418942149314,需要歷史多來源事件回補,資料不足,0,False,2026-07-27 19:30:45.007317+00:00,0,SEC Company Facts（point-in-time filed_at）
HIST-20080912,2008-09-12,明顯下跌趨勢,20260724,市場技術與壓力基準,37.36760711669922,-0.0038985026690985247,-0.0998960933755576,-0.04645837493648797,-0.06618733557964496,1.0613448992717336,0.20440335785570066,-0.10887234625157038,25.65999984741211,0.11274936867668628,30.8739013671875,-0.004544083141285515,-1.0,-1.0,-0.031084270292640825,-0.011538233023612232,-0.27835327440812263,-0.031084270292640825,-0.07414237316927208,-0.27835327440812263,需要歷史多來源事件回補,資料不足,0,False,2026-07-27 19:30:45.007317+00:00,0,SEC Company Facts（point-in-time filed_at）
HIST-20080916,2008-09-16,高波動／壓力,20260724,市場技術與壓力基準,36.48997116088867,0.007841472555320195,-0.10903396179035463,-0.06678843884165797,-0.08630898184066393,1.776529232194025,0.22841240741626606,-0.12103642355383448,30.299999237060547,0.18963486666344664,29.05501937866211,-0.06410142986092626,-1.0,-1.0,-0.051874174060937195,-0.042741056075048744,-0.20696385087982205,-0.051874174060937195,-0.051874174060937195,-0.2609966393211861,需要歷史多來源事件回補,資料不足,0,False,2026-07-27 19:30:45.007317+00:00,0,SEC Company Facts（point-in-time filed_at）
HIST-20081009,2008-10-09,高波動／壓力,20260724,市場技術與壓力基準,27.138391494750977,-0.026860231318417638,-0.27657684050651854,-0.26885054978032674,-0.30396677717069576,1.2421427445989743,0.5080660209001377,-0.34629551933464475,63.91999816894531,0.41228458991202177,24.709041595458984,-0.11652913455119407,-1.0,-1.0,-0.006344523986049566,0.02347759220985335,-0.03045655453804741,-0.006344523986049566,-0.02918753728915402,-0.08978402459374546,需要歷史多來源事件回補,資料不足,0,False,2026-07-27 19:30:45.007317+00:00,0,SEC Company Facts（point-in-time filed_at）
